OTUID	T05M01	T05M02	T05M03	T05M04	T05M05	T05M06	T05M07	T05M08	T05M09	T05M10	T05M11	T05M12	T05M13	T05M14	T05M15	T05M16	T05M17	T05M18	T05M19	T05M20	T12M01	T12M02	T12M03	T12M04	T12M05	T12M06	T12M07	T12M08	T12M09	T12M10	T12M11	T12M12	T12M13	T12M14	T12M15	T12M16	T12M17	T12M18	T12M19	T12M20	T21M01	T21M02	T21M03	T21M04	T21M05	T21M06	T21M07	T21M08	T21M09	T21M10	T21M11	T21M12	T21M13	T21M14	T21M15	T21M16	T21M17	T21M18	T21M19	T21M20	T30M01	T30M02	T30M03	T30M04	T30M05	T30M06	T30M07	T30M08	T30M09	T30M10	T30M11	T30M12	T30M13	T30M14	T30M15	T30M16	T30M17	T30M18	T30M19	T30M20
OTU1804	1	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	1	1	0	0	2	1	2	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	1
OTU1810	2	2	1	2	1	1	1	2	2	1	1	0	1	1	0	1	2	1	2	2	2	0	1	0	0	1	0	0	6	4	3	3	0	0	1	4	0	1	2	4	2	0	0	0	2	0	3	2	0	3	2	0	1	0	2	0	2	2	0	0	0	1	1	0	1	2	0	1	3	1	2	0	0	1	1	1	0	0	0	0
OTU1827	0	0	1	1	0	1	0	2	1	2	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	2	0	1	0	3	1	1	0	0	1	0	1	3	5	0	1	0	0	0	1	1	1	0
OTU1834	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0
OTU184	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU1846	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1852	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU1858	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU1863	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0
OTU1874	22	17	30	12	17	41	21	15	32	31	21	46	13	8	10	18	16	16	9	9	23	32	8	7	28	21	17	9	7	22	11	9	13	23	24	20	24	27	34	25	23	7	15	5	20	6	16	25	16	36	42	23	38	24	43	18	14	31	16	23	10	21	25	14	26	35	16	13	19	14	45	20	17	15	17	27	16	14	48	36
OTU1879	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1880	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0
OTU1884	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU1887	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU1889	1	1	0	2	0	1	2	0	0	2	0	1	0	1	0	1	1	0	1	5	2	2	3	0	0	1	1	1	1	0	2	1	1	1	0	1	3	1	4	4	3	2	1	0	7	0	0	3	1	3	6	4	6	1	1	3	0	6	1	1	1	0	4	1	3	1	2	2	3	0	3	2	2	1	4	3	3	1	3	2
OTU1894	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	3	1
OTU1898	4	6	1	5	6	11	2	5	8	10	4	2	1	1	3	4	4	3	4	3	8	14	3	0	4	11	7	4	3	4	6	2	7	8	5	4	9	11	12	20	5	1	7	3	5	1	6	6	6	21	19	5	9	9	13	8	5	9	5	2	3	5	12	1	7	6	5	10	11	7	8	7	6	2	8	10	8	0	14	16
OTU1905	1	0	2	0	2	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1
OTU1917	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	3	0	1	0	0	0	2	0	1	1	0	1	2	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	2	1	1	3	2	3	1	3	1	3	1	1	2	1	0	1	1	0	0	1	0	0	1	0	0	1	6	0	1	0	1
OTU1920	2	3	3	1	5	3	4	3	2	5	3	3	4	1	0	0	1	1	3	4	2	7	3	0	4	1	1	2	2	2	1	1	3	1	1	3	0	7	8	4	0	3	4	4	11	2	3	4	3	6	15	6	10	4	8	2	4	9	2	8	4	5	7	2	11	2	4	3	5	6	4	0	3	3	7	2	5	1	4	5
OTU1925	0	1	1	0	0	0	0	1	0	1	1	4	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	3	0	1	2	0	2	4	6	3	1	1	1	2	1	0	2	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	3	0	2	1
OTU1931	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0
OTU1933	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1
OTU1935	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU1936	51	45	58	48	58	81	37	53	72	62	40	84	28	10	29	52	37	32	23	43	46	56	79	11	36	32	12	34	21	42	36	11	44	53	46	35	55	62	69	51	29	18	37	3	70	10	34	38	37	43	128	42	34	42	78	33	27	36	33	42	15	30	58	7	14	38	15	20	29	31	80	13	11	14	23	27	33	13	87	27
OTU1938	0	1	0	1	3	0	1	1	1	1	3	0	0	2	0	0	2	1	0	0	4	1	3	0	0	1	1	4	1	1	1	0	0	1	0	2	0	4	5	2	0	1	1	0	0	1	3	4	2	3	2	4	2	2	1	3	3	0	2	2	1	2	4	0	0	0	2	1	0	0	1	1	0	0	3	1	2	0	2	3
OTU1939	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
OTU1945	14	10	10	13	12	11	6	4	11	14	6	18	5	5	3	11	4	4	5	11	14	8	13	1	7	9	6	6	10	10	10	9	9	10	21	16	10	10	15	18	14	11	12	2	19	2	9	7	14	13	17	17	7	17	31	8	6	32	16	12	10	9	22	3	8	13	3	6	6	5	21	5	3	8	5	9	3	6	17	8
OTU1946	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	1
OTU1952	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0
OTU1953	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU1954	4	0	3	5	3	3	3	2	0	0	3	1	0	1	1	3	1	3	3	2	3	14	4	0	7	9	1	5	1	1	4	3	2	3	5	6	6	6	10	6	5	1	3	2	8	5	6	11	10	25	8	6	16	8	12	7	9	3	10	8	0	2	8	4	2	0	5	3	7	4	3	2	5	4	1	5	1	6	10	1
OTU1961	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0
OTU1963	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
OTU1967	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	2	0	3	4	1	0	1	0	0	0	4	1	0	0	2	1	3	3	1	1	3	0	2	0	2	0	2	0	4	1	1	1	7	0	0	5	6	3	2	3	1	0	3	1	3	0	0	3	1	1	0	0	5	0	1	0	1	1	0	0	2	1
OTU1969	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
OTU1974	2	1	0	0	0	0	0	2	1	1	0	0	0	0	0	2	2	0	0	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	4	0	1	1	1	3	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	1	0
OTU1975	0	0	0	0	1	0	1	1	0	2	0	2	0	0	0	2	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	4	0	0	1	0
OTU1991	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1993	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU1995	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0
OTU1999	2	0	7	4	6	4	5	6	1	2	1	1	4	2	1	0	2	5	8	4	5	17	8	3	6	16	14	17	15	28	3	6	18	13	18	20	25	32	28	29	8	14	10	16	15	4	10	5	1	2	7	1	4	1	10	1	4	5	2	4	4	5	5	6	5	11	3	4	8	1	12	4	5	3	5	5	7	0	0	0
OTU20	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU2009	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	17	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0
OTU2031	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	3	0	1	0	0	3	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	1	0	2	0
OTU2033	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	5	0	1	0	0	0	0	1	0	1	1	2	0	0	1	2	0	0	1	1	2	0	1	5	0	0	2	1	1	4	3	1	1	2	1	0	1	0	3	0	2	3	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	1	2
OTU2036	5	0	1	4	2	6	0	3	6	3	1	3	1	1	3	1	0	0	1	0	3	8	3	0	2	4	1	2	1	2	2	0	0	3	3	2	5	8	0	3	3	4	0	1	0	0	0	2	2	5	5	2	3	2	1	1	2	1	5	0	0	5	2	2	0	1	1	1	2	5	0	3	5	5	1	3	2	1	5	5
OTU2064	0	2	1	0	4	1	0	3	4	1	0	0	0	0	0	5	1	3	2	0	3	4	6	0	0	2	0	0	1	2	3	0	3	0	3	0	4	1	2	4	2	2	1	0	3	4	3	3	3	4	9	0	3	2	4	2	1	1	1	6	0	2	5	1	0	0	1	0	4	0	0	1	3	3	1	0	4	0	4	3
OTU2071	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU2079	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2086	74	68	40	84	82	110	30	51	77	85	38	97	33	16	11	72	50	47	60	55	110	76	97	7	60	120	43	54	47	61	69	42	96	94	97	82	64	60	108	148	87	43	93	22	97	11	79	100	101	173	181	41	65	86	148	53	69	117	57	81	22	54	106	16	55	62	33	23	68	29	97	43	29	37	21	58	46	28	55	76
OTU2089	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2	0	1	0	0	1	0
OTU2104	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0
OTU2107	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	2	2	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0
OTU2108	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0
OTU2109	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2117	1	1	0	0	2	1	0	0	1	1	2	1	0	0	0	2	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	3	1	1	1	1	0	0	1	1	0	0	0	0	0	3	1	1	4	0	0	1	2	0	0	0	0	1	1	1	0	0	1	0	1	0	1	1	2	1	1	0	0	1	3	0	0	0
OTU212	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU2121	3	1	1	3	0	2	1	0	1	1	1	2	0	0	1	1	2	0	0	2	3	1	0	0	1	1	0	0	2	0	1	3	1	2	2	0	3	3	1	4	0	0	0	0	0	0	1	1	2	0	1	0	0	1	4	0	1	1	0	1	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
OTU2134	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2
OTU2137	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2141	1	1	1	0	1	1	2	1	3	1	0	5	1	1	2	7	1	3	2	1	1	1	2	0	0	0	0	2	1	1	1	1	1	1	2	2	2	0	0	1	2	3	1	0	0	1	1	0	0	2	1	0	0	1	6	1	2	1	0	1	0	0	1	1	1	1	1	2	2	0	2	1	1	0	0	0	0	1	2	0
OTU2143	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	2	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	3	0	2	2	0	0	0	0	0	0	0	1	3	2	0	0	1	0	0	0	0	3	1	1	0	0	0	1	0	0	3
OTU2152	1	2	2	0	1	2	0	0	1	0	1	0	0	0	0	0	0	1	1	1	3	0	0	0	0	1	1	1	0	0	1	0	0	2	0	3	1	0	2	3	1	0	0	0	0	0	0	3	0	2	1	3	0	0	1	3	1	0	0	1	1	4	1	1	0	1	0	0	1	0	0	0	1	0	3	1	0	0	3	1
OTU2158	1	1	1	1	1	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	2	1	0	0	1	0	1	0	0	2	0	0	2	0	0	0	0	0	4	0	0	0	0	2	1	1	3	0	4	2	0	2	0	1	0	0	1	0	0	0	0	2	1	1	2	0	0	0	0	1	0	0	4	1
OTU2174	0	0	0	1	2	3	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	3	0	1	0	0	3	1	2	0	0	0	2	0	0	1	0	3	1	1	0	1	0	0	1	0	1	0	3	2	0	0	1	1	2	1	3	1	0	0	1	0	1	0	3	0	0	2	2	3	0	0	1	2	1	2	0	2	1
OTU2175	2	2	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	3	0	1	0	2	0	0	1	1	1	1	2	3	0	0	3	0	1	0	0	1	0	0	0	0	1	1	0	3	0	1	2	1	2	1	1	1	1	0	1	2	0	0	2	1	1	0	1	4	1	2	1	0	1	0	1	1	1
OTU2176	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU2177	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	1	0	1	1	0	0	1	1	0	0	3	0	2	2	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	2	0	3	2	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	2
OTU2178	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	2	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0
OTU2179	389	448	367	253	258	180	577	203	144	167	243	447	666	327	378	212	282	214	178	150	150	67	56	29	120	42	86	92	225	208	43	232	72	64	117	122	163	171	152	73	141	169	102	213	210	61	117	59	107	27	41	88	52	122	98	118	131	178	96	79	10	93	58	180	152	160	70	75	58	118	207	49	89	66	113	87	149	88	53	78
OTU2180	0	1	1	0	2	1	0	0	3	2	1	3	0	0	0	1	2	1	0	1	0	1	1	1	3	1	1	4	0	2	0	1	0	1	1	3	1	0	4	3	0	0	0	2	2	0	1	0	1	2	2	1	3	0	3	0	0	1	2	0	0	0	2	1	1	1	1	0	1	2	1	1	1	1	2	1	2	1	5	2
OTU2182	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	1	0	3	0	0	1	0	0	0	0	0
OTU2183	1	1	1	6	4	2	1	1	2	1	0	3	1	1	1	1	2	1	0	2	1	2	0	0	2	0	0	1	0	2	2	0	1	1	1	1	1	4	3	1	0	0	0	0	0	0	0	0	2	0	0	8	1	2	2	0	0	0	0	0	0	0	2	1	2	0	1	4	0	1	1	1	0	0	7	0	8	0	3	0
OTU2185	2	0	0	3	2	5	1	1	3	4	1	1	0	0	0	0	3	2	0	1	4	5	4	0	2	4	0	3	3	1	2	0	2	1	3	3	1	5	3	8	1	4	4	1	6	3	4	4	0	6	3	6	7	1	2	3	1	3	1	2	3	4	2	1	3	2	4	0	9	2	3	2	2	5	2	1	2	0	10	4
OTU2188	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU2189	1	0	0	4	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	2	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0
OTU2190	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
OTU2193	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	2	1	1	0	2	1	1	0	1	0	2	0	0	0	0	1	0	0	0	0	1	2	0	2	0	1	1	0	1	0	0	1	1
OTU2194	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU2198	458	424	383	230	322	181	586	169	171	220	280	439	840	394	439	234	353	237	203	113	78	12	38	10	69	13	56	32	150	101	32	143	27	33	76	44	139	43	82	30	63	38	38	41	36	22	12	16	17	3	5	19	14	60	20	33	39	24	33	9	1	10	4	48	36	17	3	10	5	12	32	10	21	16	14	9	15	16	6	6
