OTUID	T05C01	T05C02	T05C03	T05C04	T05C05	T05C06	T05C07	T05C08	T05C09	T05C10	T05C11	T05C12	T05C13	T05C14	T05C15	T05C16	T05C17	T05C18	T05C19	T05C20	T12C01	T12C02	T12C03	T12C04	T12C05	T12C06	T12C07	T12C08	T12C09	T12C10	T12C11	T12C12	T12C13	T12C14	T12C15	T12C16	T12C17	T12C18	T12C19	T12C20	T21C01	T21C02	T21C03	T21C04	T21C05	T21C06	T21C07	T21C08	T21C09	T21C10	T21C11	T21C12	T21C13	T21C14	T21C15	T21C16	T21C17	T21C18	T21C19	T21C20	T30C01	T30C02	T30C03	T30C04	T30C05	T30C06	T30C07	T30C08	T30C09	T30C10	T30C11	T30C12	T30C13	T30C14	T30C15	T30C16	T30C17	T30C18	T30C19	T30C20
OTU5100	52	67	13	48	51	797	28	303	331	236	111	36	3	89	111	219	217	81	22	13	4	250	163	1109	10	154	15	254	36	148	499	35	1145	881	95	401	85	217	429	234	363	131	27	70	2	994	18	2538	99	127	4	360	16	117	1098	2086	0	20	79	91	91	957	428	11	78	8	84	78	392	766	606	144	286	106	76	2446	4	592	361	184
OTU5101	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
OTU5104	0	3	2	1	0	0	3	0	1	6	2	0	1	0	0	1	0	0	3	3	0	0	3	3	0	0	2	1	1	0	1	0	2	1	1	0	0	0	1	0	2	1	1	0	2	1	4	0	0	0	1	3	1	0	2	0	1	0	0	0	1	2	1	0	0	0	5	0	0	1	2	1	0	1	0	0	0	0	0	1
OTU5106	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
OTU5107	0	1	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	1	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0
OTU5111	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU5113	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	2	1	0	2	0	0	1	0	1	0	2	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	1	0	1	0	2	0
OTU5114	3	1	9	0	1	0	0	2	0	2	3	2	5	2	0	1	0	1	3	0	3	1	4	7	29	6	7	11	7	3	5	18	10	5	8	4	1	21	10	5	7	4	15	8	7	12	12	10	19	10	5	17	0	8	17	4	4	1	2	0	8	9	1	9	5	7	11	7	7	13	4	3	6	11	4	6	12	0	16	9
OTU5119	0	0	0	1	0	1	3	0	0	1	0	1	0	3	1	1	1	0	0	0	1	0	3	1	0	1	5	2	1	0	4	3	0	0	4	1	1	4	0	0	2	3	0	2	4	1	2	3	5	2	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	3	1	2	0
OTU5126	0	2	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	0	0	0	3	1	1	1	0	1	0	0	1	0	0	0	2	1	1	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	1	0	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
OTU5128	4	12	24	9	37	17	27	16	35	44	27	55	14	28	19	10	40	8	17	5	10	11	15	25	13	31	25	30	3	1	18	21	10	21	11	23	9	26	23	8	17	17	9	18	16	12	23	24	21	8	20	8	5	47	14	1	4	5	1	2	11	5	2	17	4	6	24	11	4	3	7	13	3	6	3	2	18	6	14	16
OTU5144	0	2	2	0	2	3	2	1	3	2	0	1	0	3	2	2	1	0	3	1	0	0	3	3	2	0	4	1	0	0	3	4	3	2	0	0	3	6	1	0	2	1	0	3	0	0	1	2	0	0	2	1	0	3	1	2	0	0	0	0	0	0	0	2	1	1	2	0	0	0	2	0	1	1	0	1	1	0	9	2
OTU5146	0	0	5	1	4	0	4	2	5	6	3	6	5	7	2	1	3	0	3	1	0	0	2	6	2	4	2	10	0	1	3	3	4	3	3	2	1	6	7	0	2	6	2	3	4	1	5	3	1	4	0	1	1	5	2	1	0	1	1	0	1	0	0	10	0	1	4	4	1	0	1	1	0	2	0	1	4	4	4	3
OTU5151	3	6	5	3	11	5	11	4	11	10	3	8	11	9	7	9	8	4	18	1	0	0	9	11	22	14	14	12	11	5	18	12	3	9	7	15	4	19	18	4	14	11	14	9	6	7	12	6	15	11	6	7	2	10	9	4	0	1	4	0	19	13	4	17	4	4	9	14	1	3	8	7	3	9	7	6	17	7	9	14
OTU5152	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	2	1	0	1	0	1	1	2	0	0	0	0	0	1	0	1	0	0	3	0	2	0	1	2	0	2	0	0	2	1	0	1	2	0	1	0	0	3	0	0	0	1
OTU5157	0	1	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0
OTU5161	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU5173	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU5190	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
OTU5195	1	0	2	2	4	0	7	2	6	13	4	6	4	8	4	0	1	0	0	1	1	0	2	3	10	1	2	9	2	0	1	6	3	3	2	11	1	4	2	0	1	3	0	3	3	0	0	3	4	1	0	1	0	5	1	0	1	0	0	0	0	1	1	0	0	0	4	3	1	0	1	0	0	0	0	1	3	0	0	0
OTU5197	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU5206	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5211	0	1	1	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	1	0	0	1	0	1	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU5214	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU5215	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
OTU522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	4	1	0	0	0	0	0	0	1	0	0	1	1	0	2	0	2	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
OTU5221	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5224	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
OTU524	0	0	0	0	0	2	1	0	0	2	0	1	0	2	0	0	3	0	0	0	0	0	1	1	1	1	1	1	1	0	2	1	0	0	0	0	2	3	0	0	0	0	2	0	1	2	0	2	0	1	2	1	1	1	1	0	0	0	1	0	0	2	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	7	1
OTU5246	3	2	3	1	2	2	0	1	0	1	5	2	1	3	1	1	0	2	2	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU5254	0	2	2	1	1	1	1	0	5	1	0	0	2	2	2	3	0	0	1	1	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0
OTU5257	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	2	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	2	0
OTU5260	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU5275	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU5277	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU5286	0	0	0	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	3	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	2	0	1	0	0	0	2	0	0	0	1	0	1	1	0	0	0	1	2	0
OTU5294	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	3	2	1	0	1	2	0	0	0	1	1	0	1	0	1	1	1	3	5	2	3	2	5	1	2	2	3	2	4	5	4	2	4	2	7	5	6	6	5	3	4	5	6	8	7	4	4	6	1	14	2	0	11	10	6	8
OTU5297	0	1	0	0	1	1	1	0	2	2	1	1	0	1	0	1	0	1	0	0	1	1	0	0	3	0	1	2	1	1	0	0	0	1	0	3	1	1	3	0	0	1	0	0	0	0	0	1	1	0	1	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0
OTU5299	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	1	0	2	1	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0
OTU530	10	8	15	0	5	5	9	1	18	9	4	4	10	10	9	9	13	0	14	5	0	0	6	7	17	7	9	9	7	7	10	4	6	3	9	5	5	8	4	0	9	5	3	7	9	3	5	4	12	8	6	4	2	9	5	4	4	0	3	1	10	6	3	12	4	4	9	11	2	5	5	5	3	5	3	0	5	6	12	6
OTU5308	3	1	2	0	0	0	0	0	6	0	0	0	1	1	2	0	2	0	1	0	0	0	1	0	1	1	0	1	2	0	0	1	2	2	1	1	0	2	1	0	2	1	1	0	1	0	0	0	2	0	2	4	0	2	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0
OTU5312	1	0	3	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU5319	0	2	1	0	0	0	1	2	1	0	0	0	0	0	1	0	4	0	1	1	0	0	0	0	0	0	2	1	0	0	0	2	0	0	1	0	0	2	0	0	1	3	2	0	1	0	0	1	1	1	2	0	0	0	2	0	0	0	0	0	2	2	1	2	1	0	0	3	1	1	0	0	0	0	1	1	2	2	0	1
OTU5320	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0
OTU5323	0	0	0	17	0	2	0	1	0	0	0	1	0	0	0	0	1	47	0	0	5	6	0	12	0	0	0	0	0	0	0	0	0	1	0	1	1	0	3	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	3	5	0	0	1	0	0	0	0	0	0	0	0	0	3	0	22
OTU5327	0	0	1	0	0	0	0	1	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1
OTU5328	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1
OTU533	0	2	3	2	3	1	6	3	6	5	0	4	5	4	0	3	3	1	2	1	0	0	3	3	2	2	1	3	1	0	1	3	1	2	1	3	0	4	4	0	2	3	1	1	1	1	0	1	6	1	2	3	1	2	1	2	0	0	0	0	2	0	1	2	0	0	1	0	1	0	0	1	1	1	0	0	1	1	2	1
OTU5332	0	1	1	0	1	1	1	0	3	0	0	0	1	1	0	1	2	0	1	0	0	0	1	0	2	1	2	2	0	0	2	2	2	0	1	0	1	2	0	0	1	6	0	2	0	0	1	1	2	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	1	2	0	0	1	0	1	0	1
OTU5333	125	198	134	11	193	111	179	127	154	201	157	280	119	121	175	86	106	84	114	136	65	30	42	36	34	51	38	26	26	55	52	47	31	33	41	29	26	40	37	45	35	19	22	26	39	32	23	22	27	20	34	22	23	47	30	27	46	31	15	27	12	26	17	16	6	16	21	13	25	17	6	13	14	18	9	13	11	35	12	14
OTU5334	0	6	5	1	0	3	2	1	1	1	1	1	4	1	1	1	1	0	3	2	0	0	1	2	3	2	2	1	0	1	0	3	1	1	1	1	1	3	4	1	2	3	3	3	4	1	4	1	5	2	2	0	3	2	0	0	1	1	1	0	1	2	2	2	1	2	4	3	0	2	3	1	1	4	0	1	1	4	4	1
OTU5340	2	0	2	0	2	3	11	1	7	7	2	4	4	2	4	0	7	1	2	2	0	1	2	6	11	7	9	10	1	2	4	5	1	4	3	8	4	8	4	2	9	11	0	0	9	1	3	11	9	12	1	5	2	17	2	0	0	0	1	3	3	4	0	9	0	0	5	7	3	3	1	2	0	2	2	2	3	10	11	6
OTU5344	0	0	1	0	1	0	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
OTU536	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	2	2	0	0	1	1	0	0	1	0	0	2	0	0	2	2	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	2	0	2	5	0	0	2	2	1	2	1	0	2	0	0	0	0	0	1	1
OTU5360	0	0	0	0	1	0	1	1	0	0	1	2	0	2	0	2	0	1	0	0	0	1	0	1	0	1	2	1	1	0	0	2	0	2	2	0	0	1	0	0	2	0	0	1	0	0	1	2	0	2	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	0	1	2	2	1
OTU537	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU5377	6	25	12	8	4	42	12	5	16	1	14	7	19	19	51	11	0	23	3	0	14	9	13	14	5	4	9	21	24	3	6	10	8	3	25	4	12	2	33	19	0	0	0	0	5	0	0	1	1	4	4	1	2	1	0	1	35	32	22	2	2	0	0	5	0	0	0	14	0	0	11	1	3	1	0	3	7	3	7	3
OTU54	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU5407	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5429	2	0	5	3	2	3	1	2	7	4	0	4	3	5	3	2	9	1	3	4	0	0	6	3	6	2	4	6	1	1	4	1	1	1	4	7	2	4	1	1	3	3	1	2	2	0	1	1	6	2	4	4	2	3	2	0	1	1	0	0	6	1	0	4	0	2	5	9	0	0	2	4	3	2	3	3	3	6	2	4
OTU5444	4	11	7	0	6	2	9	2	5	10	3	4	5	4	3	7	7	0	10	0	0	2	1	1	6	2	1	3	3	4	2	6	1	1	2	2	2	4	1	0	4	4	0	0	2	0	4	4	7	5	1	3	2	3	1	3	0	0	0	0	3	3	2	4	0	2	3	1	0	1	5	1	1	1	1	2	0	2	3	2
OTU5447	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU5455	26	47	50	11	59	41	100	41	77	76	39	43	55	63	33	41	55	20	84	30	0	0	33	35	93	43	49	69	37	7	33	58	28	45	30	74	13	70	34	7	43	45	34	32	36	20	29	52	52	46	20	29	17	67	32	3	11	4	3	4	45	22	27	66	14	18	50	61	11	19	29	31	25	30	19	24	70	48	85	45
OTU5465	9	16	16	13	21	10	47	20	40	40	18	13	29	16	16	13	26	11	20	6	4	10	41	38	66	47	53	47	27	9	28	44	25	34	28	58	26	62	21	5	28	39	16	28	37	15	32	60	50	51	13	26	26	62	17	11	9	5	1	5	39	15	18	50	4	6	36	39	7	13	21	14	6	18	9	17	29	38	66	31
OTU5471	0	0	1	0	1	0	1	0	0	2	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	1
OTU5472	0	2	4	1	0	0	0	0	2	1	1	1	0	0	0	0	0	0	2	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	2	0	0	0	0	0	3	1	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	3	0	2	1	0	0	0	0	0	1	1	2	0
OTU5475	3	0	1	0	2	0	0	0	3	1	0	1	2	3	1	0	0	0	1	0	56	44	64	49	89	65	59	112	39	22	72	51	59	36	69	16	0	25	47	65	8	22	59	28	23	44	35	19	37	36	27	34	1	27	42	44	25	1	13	38	19	18	6	9	22	22	8	8	10	16	20	7	10	27	13	6	7	7	12	20
OTU5482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5495	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	4	1	1	0	1	1	2	1	1	2	2	0	1	0	2	1	0	2	0	2	0	1	0	0	2	3	1	12	4	0	0	43	0	1	0	6	3	2
OTU5497	0	0	0	0	1	1	3	3	1	3	1	1	1	2	1	0	1	2	1	1	0	0	1	1	2	3	1	2	2	2	0	2	1	2	1	4	0	1	0	0	0	2	0	0	0	0	3	4	0	1	2	1	1	0	0	1	0	0	0	0	0	1	0	2	0	1	4	2	0	1	0	2	0	1	0	0	2	2	4	1
OTU5500	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	2	3	2	2	1	0	0	1	2	3	3	0	3	0	3	0	0	1	0	0	0	1	1	1	1	0	1	0	3	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
OTU5508	0	3	1	0	7	1	6	1	4	2	5	11	0	1	3	0	2	1	3	2	3	1	0	3	5	3	3	1	2	2	3	2	3	1	5	1	1	4	2	1	1	0	0	4	1	1	1	1	1	1	2	1	0	1	0	0	4	0	0	1	0	0	2	1	3	1	1	0	0	1	0	1	0	0	1	1	0	0	3	1
OTU5514	1	0	1	0	3	0	4	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0
OTU5520	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5522	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	1	1	3	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0
OTU5528	2	4	3	1	5	1	6	4	6	12	2	3	9	3	1	1	4	3	7	3	0	0	3	4	8	8	7	2	2	1	4	3	4	3	1	5	4	8	4	2	3	1	3	2	2	1	5	6	2	2	2	4	3	10	3	1	1	0	0	0	3	1	1	4	2	1	3	4	1	0	2	4	4	4	0	3	5	4	1	2
OTU5530	0	0	0	0	0	1	0	0	1	0	1	2	0	1	0	0	2	0	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU5535	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
OTU5540	21	20	14	3	15	51	19	18	26	23	21	25	13	25	17	23	6	18	18	21	0	4	9	3	8	7	7	4	3	4	6	4	3	3	10	36	1	14	3	4	5	3	0	3	7	0	1	0	1	1	2	0	0	2	7	5	3	5	1	0	2	1	3	1	0	1	2	4	3	1	0	1	1	1	2	1	3	14	1	1
OTU5554	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU5565	0	0	0	0	1	1	0	3	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	2	0	2	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
